Polynomial fitting of Ghost by single and double cubic function
h	k	l	Level	LimitDist	AA	BB	CC	DD	Chi-square	A0	B0	C0	D0	Xj	A1	B1	C1	D1	Xl	Chi-square
3	3	2	1	155.565456034381	1.000004227803	-2.653136272492	2.309349481529	-0.656199949102	0.000001554048	1.000000000000	-2.629802501920	-0.016879040294	61.770804680240	0.007241000000	1.000074449129	-2.653662743728	2.310402133855	-0.656813839256	1.000000000000	0.000020495243
4	1	0	1	103.077640640442	1.000001271801	-1.249942708069	0.249664531635	0.000223313015	0.000000175759	1.000000000000	-1.249980392426	0.249851923637	0.000036991322	0.919800000000	0.058708254062	1.708434729690	-2.848726879406	1.081583895653	1.000000000000	0.000643268261
4	1	1	1	106.066017177982	1.000003917022	-1.499655818704	0.561519480108	-0.061886375058	0.000001403413	1.000000000000	-1.494950340678	0.464447425304	0.419506447361	0.073800000000	1.000020807288	-1.499791421880	0.561758680135	-0.061988065543	1.000000000000	0.000759090836
4	2	1	1	114.564392373896	1.000003993048	-1.749687729408	0.874068300733	-0.124397294180	0.000001434508	1.000000000000	-1.743651542893	0.717507556783	0.902813615508	0.058799000000	1.000034179203	-1.749910347395	0.874476500336	-0.124600332144	1.000000000000	0.000637961896
4	3	0	1	125.000000000000	1.000001388791	-1.749995479346	0.749750159414	0.000214055734	0.000000176681	1.000000000000	-1.749967615917	0.749675735217	0.000257172365	0.832600000000	0.963259525030	-1.628245426108	0.615453035523	0.049532865555	1.000000000000	0.000538973681
5	1	1	1	103.923048454133	1.000003810126	-1.399642886420	0.439000250897	-0.039382408795	0.000001351883	1.000000000000	-1.395658236431	0.367564585542	0.248048590454	0.080600000000	1.000014284262	-1.399738769160	0.439164297596	-0.039439812699	1.000000000000	0.000802586422
5	3	1	1	118.321595661992	1.000003936848	-1.799693718838	0.919074803136	-0.119396528659	0.000001400026	1.000000000000	-1.794010834690	0.776918092009	0.762374491210	0.057799000000	1.000036176749	-1.799932269926	0.919516235368	-0.119620142191	1.000000000000	0.000609780389
5	3	3	1	131.148770486040	1.000004183266	-2.199745153782	1.559174218060	-0.359435029738	0.000001532820	1.000000000000	-2.184077260528	0.551982509588	17.435889613976	0.021799000000	1.000054908226	-2.200110570478	1.559869227046	-0.359813564794	1.000000000000	0.000411986470
5	5	1	1	142.114425728220	1.000003972885	-2.188744041224	1.385186621686	-0.196429109862	0.000001410301	1.000000000000	-2.176891663696	0.477854534851	24.580797894502	0.018332000000	1.000074307769	-2.189270717887	1.386239029711	-0.197042619593	1.000000000000	0.000026949079
5	5	3	1	152.854800382819	1.000004215261	-2.586794682780	2.177326491674	-0.590518574935	0.000001547270	1.000000000000	-2.564653941487	-0.043374160573	68.202192395435	0.008347000000	1.000074413600	-2.587320926421	2.178378585051	-0.591132072230	1.000000000000	0.000020521078
7	1	1	1	102.020406122041	1.000003603313	-1.285342347948	0.305102329743	-0.019787681682	0.000001252210	1.000000000000	-1.282775292254	0.272177158213	0.072489720842	0.120000000000	0.999989563272	-1.285304126061	0.305041551185	-0.019726988395	1.000000000000	0.000846241209
7	3	1	1	109.730653540980	1.000003773162	-1.571093076976	0.631683481954	-0.060611265442	0.000001316750	1.000000000000	-1.567768862537	0.578870428530	0.139892307803	0.100000000000	1.000013195896	-1.571195967151	0.631880931867	-0.060698160613	1.000000000000	0.000717520015
7	3	3	1	116.933611026749	1.000004103036	-1.856844611043	1.039910864733	-0.183080486242	0.000001493601	1.000000000000	-1.846732100907	0.621681534490	4.241000954290	0.033799000000	1.000043794063	-1.857126832861	1.040429535689	-0.183346496891	1.000000000000	0.000586137195
7	5	1	1	123.717914826348	1.000003811497	-1.856843584916	0.958265053343	-0.101435422898	0.000001325656	1.000000000000	-1.852830597179	0.882132179514	0.257818111481	0.081000000000	1.000031544151	-1.857062029989	0.958681242367	-0.101650756529	1.000000000000	0.000579197589
7	5	3	1	130.149051130633	1.000004143206	-2.142594954945	1.448136700665	-0.305549047965	0.000001510995	1.000000000000	-2.129354292255	0.721106868478	10.258615967653	0.023999000000	1.000053133487	-2.142947637898	1.448804607792	-0.305910103381	1.000000000000	0.000440197149
7	5	5	1	142.141062443803	1.000004216443	-2.428345492079	1.938007899553	-0.509662846612	0.000001549049	1.000000000000	-2.407858070368	0.185144223364	41.821365754065	0.015200000000	1.000061223549	-2.428761437444	1.938813094034	-0.510112880139	1.000000000000	0.000294351313
9	1	1	1	101.227039768270	1.000003403949	-1.221842201978	0.233537913825	-0.011724812775	0.000001157621	1.000000000000	-1.220287425518	0.219185961776	0.017679334483	0.192800000000	0.999929924362	-1.221509482967	0.233024840895	-0.011445282291	1.000000000000	0.000864079073
9	3	1	1	105.993244601883	1.000003614003	-1.444092857785	0.480489442983	-0.036420452598	0.000001236423	1.000000000000	-1.441837139708	0.453632447278	0.037694932826	0.142000000000	0.999985326369	-1.444046769415	0.480439265406	-0.036377822360	1.000000000000	0.000772792625
1	0	0	2	100.000000000000	0.999999416938	-1.000315456797	-0.000310560147	0.000270535339	0.000002699206	1.000000000000	-1.000518838648	0.000535806340	-0.000506714772	0.925236000000	-4.130618771129	15.128327296769	-16.897413301145	5.899704775506	1.000000000000	0.001117971831
1	1	0	2	140.007142675144	1.000005500288	-1.980083017692	0.979285845565	0.000814898689	0.000002661855	1.000000000000	-1.961104333700	-0.023422147354	2.541258449595	0.010707000000	1.000098693735	-1.980781637818	0.980682668572	0.000000275510	1.000000000000	0.000020303244
1	1	1	2	170.895679679240	1.000016499607	-2.959368422536	2.918078881059	-0.958657491854	0.000023954001	1.000000000000	-2.902866746911	0.015392664025	-0.268730707783	0.010294000000	1.000295911397	-2.961462737462	2.922265721443	-0.961098895378	1.000000000000	0.000021593942
2	1	0	2	111.803398874990	1.000004990722	-1.499861739140	0.498779753291	0.000918782998	0.000002738333	1.000000000000	-1.499850000034	0.498820302599	0.000850271507	0.927370000000	-1.566280648073	6.551810095726	-7.919840109902	2.934310662249	1.000000000000	0.001726051935
2	1	1	2	122.474487139159	1.000015559394	-1.998878402244	1.246503896747	-0.247664943926	0.000022110311	1.000000000000	-1.973866460784	0.550851755386	4.587096781270	0.048799000000	1.000179126456	-2.000078991847	1.248774575550	-0.248874710160	1.000000000000	0.001969219406
2	2	1	2	148.500000000220	1.000015917183	-2.474125519869	1.957169969851	-0.482991275606	0.000022721320	1.000000000000	-2.435171946620	-0.020777350772	33.195981227866	0.019066000000	1.000295521495	-2.476219579424	1.961354243639	-0.485430185710	1.000000000000	0.000026883192
3	1	0	2	105.409255338946	1.000004660266	-1.333121900681	0.331987941599	0.000940915033	0.000002718079	1.000000000000	-1.333219214544	0.332509903639	0.000402149548	0.899200000000	-0.491993246072	3.422573110394	-4.718453093932	1.787873229610	1.000000000000	0.002119343293
3	1	1	2	110.554159678513	1.000014692739	-1.665373789832	0.773984935648	-0.108681540332	0.000020469246	1.000000000000	-1.652164308997	0.561809666398	0.712656878637	0.098000000000	1.000074879467	-1.665934774621	0.775070986944	-0.109211091790	1.000000000000	0.002591616381
3	2	0	2	120.185042515466	1.000005183330	-1.666601727653	0.665573142008	0.000895268051	0.000002711259	1.000000000000	-1.666648654617	0.665888006656	0.000548239568	0.896600000000	-0.007005753123	1.547303633313	-2.751698359588	1.211400479398	1.000000000000	0.002000685238
3	2	1	2	124.721912892465	1.000015148423	-1.998877083756	1.218708792351	-0.219870835714	0.000021195380	1.000000000000	-1.980886238460	0.838277412202	1.838101304780	0.072400000000	1.000157114170	-1.999956081791	1.220776816317	-0.220977848695	1.000000000000	0.001962830821
3	2	2	2	137.436854187255	1.000016018865	-2.332382187246	1.774612105964	-0.442238146205	0.000022990414	1.000000000000	-2.295507172351	0.275711907924	15.868379033500	0.031799000000	1.000227759906	-2.333933944185	1.777610760935	-0.443904576657	1.000000000000	0.001314522209
3	3	1	2	143.843665137055	1.000015357053	-2.309041994579	1.630274112407	-0.321178467379	0.000021483160	1.000000000000	-2.277671154776	0.113693157255	25.911841656670	0.024885000000	1.000295332012	-2.311136587042	1.634457219388	-0.323615964357	1.000000000000	0.000035251124
3	3	2	2	154.783720074402	1.000016205555	-2.639208342023	2.284065572117	-0.644804301269	0.000023343731	1.000000000000	-2.594030599583	-0.009947274898	29.953906911538	0.014533000000	1.000295513638	-2.641301033503	2.288247910123	-0.647242390259	1.000000000000	0.000026111813
4	1	0	2	103.077640640442	1.000004365289	-1.249751953965	0.248592983626	0.000951078310	0.000002640348	1.000000000000	-1.249855429986	0.249126043000	0.000413598038	0.910200000000	-1.189671370252	5.686274280178	-7.072225893511	2.575622983585	1.000000000000	0.002030553207
4	1	1	2	106.066017177982	1.000013876842	-1.498621659640	0.558574631480	-0.060038644889	0.000018937737	1.000000000000	-1.488427960449	0.425097280090	0.316748153182	0.111384000000	1.000021286422	-1.498865260314	0.559076716026	-0.060232742134	1.000000000000	0.002871369711
4	2	1	2	114.564392373896	1.000014449183	-1.748749162704	0.871270127195	-0.122583292745	0.000019839803	1.000000000000	-1.735829498466	0.664240536072	0.661937064148	0.093000000000	1.000095610222	-1.749444812762	0.872610753417	-0.123261550877	1.000000000000	0.002419992371
4	3	0	2	125.000000000000	1.000005256172	-1.749971486655	0.748969271706	0.000883887445	0.000002696506	1.000000000000	-1.750006167810	0.749229224434	0.000591724396	0.901000000000	-0.032378234562	1.536240392684	-2.736130025582	1.232267867460	1.000000000000	0.001947480819
5	1	1	2	103.923048454133	1.000013093526	-1.398571277383	0.436003738145	-0.037527234459	0.000017483088	1.000000000000	-1.391355252685	0.361199703756	0.130405226905	0.154200000000	0.999901582372	-1.398185834050	0.435479708266	-0.037195456588	1.000000000000	0.003008484911
5	3	1	2	118.321595661992	1.000014040108	-1.798775168349	0.916304009309	-0.117586269632	0.000018857023	1.000000000000	-1.788764129611	0.782358824458	0.314307686569	0.122200000000	1.000060848815	-1.799307577362	0.917412510030	-0.118165781483	1.000000000000	0.002317430683
5	3	3	2	131.148770486040	1.000015863843	-2.198980697138	1.556697914250	-0.357737899889	0.000022691923	1.000000000000	-2.167188037551	0.442330834004	9.889508556456	0.038199000000	1.000209875511	-2.200399283812	1.559416656838	-0.359227248537	1.000000000000	0.001577170298
5	5	1	2	141.400282885358	1.000014305778	-2.176976045041	1.368764578069	-0.191734264352	0.000019144260	1.000000000000	-2.154408598520	0.467215270308	12.162162146907	0.036519000000	1.000294315814	-2.179064805867	1.372930329686	-0.194159839633	1.000000000000	0.000097408688
5	5	3	2	152.086685808024	1.000016108310	-2.573175359754	2.153307695508	-0.580079335420	0.000023134933	1.000000000000	-2.530274721396	-0.049618156207	33.696076522960	0.016799000000	1.000295495051	-2.575268337109	2.157490375343	-0.582517533285	1.000000000000	0.000026811956
7	1	1	2	102.020406122041	1.000011630214	-1.284232624898	0.302066847897	-0.017939529233	0.000014831645	1.000000000000	-1.280521455123	0.275513359228	0.023340938725	0.271000000000	0.999352881845	-1.281276782505	0.297717372008	-0.015793471348	1.000000000000	0.003126776082
7	3	1	2	109.730653540980	1.000012867867	-1.570090442604	0.628792054889	-0.058780355058	0.000016582264	1.000000000000	-1.562866859056	0.552498422809	0.110254845248	0.141400000000	0.999973427143	-1.570112612950	0.628980639058	-0.058841453251	1.000000000000	0.002695087450
7	3	3	2	116.933611026749	1.000015265492	-1.855947949115	1.037188710674	-0.181293493334	0.000021553193	1.000000000000	-1.835162685616	0.551708292064	2.477877289751	0.056799000000	1.000154099268	-1.856977993874	1.039116327081	-0.182292432475	1.000000000000	0.002242680003
7	5	1	2	123.717914826348	1.000013166654	-1.855950367392	0.955530178129	-0.099631697628	0.000016854734	1.000000000000	-1.848689419733	0.876063264689	0.106535746361	0.155600000000	1.000015450120	-1.856279401854	0.956355075987	-0.100091124253	1.000000000000	0.002192025898
7	5	3	2	130.149051130633	1.000015556511	-2.141807747013	1.445607839630	-0.303825989253	0.000022036279	1.000000000000	-2.115374487620	0.665107152599	5.252105583035	0.041599000000	1.000201022294	-2.143165978573	1.448201950931	-0.305236994652	1.000000000000	0.001687705450
7	5	5	2	142.141062443803	1.000016113032	-2.427668848590	1.935710162726	-0.508040573594	0.000023171639	1.000000000000	-2.386955232406	0.114367785936	21.143075115289	0.027000000000	1.000239695458	-2.429310223085	1.938899192780	-0.509828665153	1.000000000000	0.001124480647
9	1	1	2	101.227039768270	1.000010291802	-1.220718260916	0.230505974621	-0.009899263046	0.000012497347	1.000000000000	-1.217966075316	0.213183570890	0.013029685744	0.314400000000	0.998977445220	-1.216101744095	0.223791137369	-0.006666838495	1.000000000000	0.003122884554
9	3	1	2	105.993244601883	1.000011790191	-1.443048230692	0.477551212847	-0.034593807857	0.000014543510	1.000000000000	-1.438568184436	0.441820188730	0.026369795375	0.219800000000	0.999684995336	-1.441646267429	0.475515777705	-0.033554505612	1.000000000000	0.002865892955
1	0	0	3	100.000000000000	0.999998127753	-1.000626675551	-0.001005458377	0.000878264088	0.000018424506	1.000000000000	-1.000966586905	0.000360914015	-0.000341612749	0.924443000000	-6.117967460330	21.497624604466	-23.700517988108	8.320860843972	1.000000000000	0.000773269908
1	1	0	3	139.300035893950	1.000011965748	-1.970175002182	0.968390943833	0.001824092986	0.000012817528	1.000000000000	-1.942564306292	-0.002334563934	0.660104363920	0.015215000000	1.000220785940	-1.971739745243	0.971518866658	0.000000092645	1.000000000000	0.000020388484
1	1	1	3	169.740979140860	1.000035881178	-2.938564497556	2.875658729168	-0.936975063980	0.000115283003	1.000000000000	-2.856282587313	0.002545276941	0.843670664318	0.014766000000	1.000661449661	-2.943251315049	2.885025834029	-0.942435968641	1.000000000000	0.000029072971
2	1	0	3	111.803398874990	1.000010317362	-1.499659222830	0.497154550484	0.002157138200	0.000013223301	1.000000000000	-1.499627345787	0.497195578470	0.002064106234	0.927331000000	-3.324431270040	12.116498309033	-13.790272570854	4.998205531861	1.000000000000	0.003497831843
2	1	1	3	122.474487139159	1.000032843720	-1.997477332944	1.242136771257	-0.244740485935	0.000102077968	1.000000000000	-1.963105843483	0.597995573234	2.799333914911	0.081000000000	1.000339307676	-1.999854766767	1.246741492326	-0.247226033235	1.000000000000	0.004244877528
2	2	1	3	147.750000000212	1.000033985062	-2.460527752345	1.933645607044	-0.472998167837	0.000106379059	1.000000000000	-2.404158726597	-0.019692725898	21.731251770181	0.028539000000	1.000660038619	-2.465210244225	1.942995111713	-0.478444906107	1.000000000000	0.000056641895
3	1	0	3	105.409255338946	1.000009262518	-1.332822795863	0.330184743573	0.002226845394	0.000013052450	1.000000000000	-1.332916702376	0.330733549821	0.001673819831	0.933213000000	-5.867595189989	20.215290673954	-22.202498845574	7.854803361609	1.000000000000	0.003430648113
3	1	1	3	110.554159678513	1.000030085289	-1.663759894169	0.769250176331	-0.105639059792	0.000090641628	1.000000000000	-1.645212196638	0.553298895010	0.486026003976	0.144600000000	0.999991506431	-1.664161247059	0.770388277083	-0.106218536455	1.000000000000	0.005544914586
3	2	0	3	120.185042515466	1.000010942275	-1.666496060135	0.664129017414	0.002083278879	0.000013072241	1.000000000000	-1.666552121551	0.664593735107	0.001552963053	0.896600000000	-0.887977942616	4.372942614701	-5.772179162793	2.287214490708	1.000000000000	0.003984401873
3	2	1	3	124.721912892465	1.000031545786	-1.997476619160	1.214329381536	-0.216933046844	0.000095704119	1.000000000000	-1.968563311259	0.736980162942	1.627710862189	0.082800000000	1.000334204045	-1.999839903642	1.218910620908	-0.219404921311	1.000000000000	0.004214123809
3	2	2	3	137.436854187255	1.000034329876	-2.331195941610	1.770665924977	-0.439482762944	0.000108368943	1.000000000000	-2.279475085302	0.369768402039	9.810005952213	0.053799000000	1.000485696922	-2.334544442955	1.777179759188	-0.443121013155	1.000000000000	0.002837825073
3	3	1	3	143.117181979791	1.000032200068	-2.296177510246	1.609814406444	-0.313516138695	0.000097664500	1.000000000000	-2.251020812052	0.112000557529	16.964261026411	0.037324000000	1.000659104588	-2.300855535831	1.619144253193	-0.318947821949	1.000000000000	0.000084174443
3	3	2	3	154.001984114424	1.000034924729	-2.624879306554	2.257486994302	-0.632488731017	0.000110882740	1.000000000000	-2.559388816877	0.010555185602	18.918687999185	0.021799000000	1.000660040568	-2.629558680257	2.266833970158	-0.637935330469	1.000000000000	0.000054874576
