0.5	1861.69623	51.87061
0.505	1937.30919	52.877
0.51	2001.9859	53.87127
0.515	2012.7008	53.9824
0.52	2132.66808	55.45388
0.525	2214.26266	56.46642
0.53	2240.73418	56.81252
0.535	2562.60674	60.75728
0.54	2665.61867	61.95665
0.545	3042.37697	66.4153
0.55	3210.46867	68.08319
0.555	3517.95512	71.23053
0.56	3737.44599	73.3724
0.565	4120.45413	77.06401
0.57	4412.78226	79.77577
0.575	4733.77651	82.60819
0.58	4942.16231	84.40223
0.585	5244.37505	86.97431
0.59	5301.80197	87.48875
0.595	5536.47305	89.51341
0.6	5712.15789	90.89545
0.605	5711.87622	90.70997
0.61	5907.39862	92.20242
0.615	6020.07767	93.12516
0.62	5793.41894	91.30163
0.625	5989.10088	92.86581
0.63	5865.21334	92.01859
0.635	5985.68725	92.81885
0.64	5735.95975	90.90678
0.645	5806.89624	91.52829
0.65	5642.39159	90.21314
0.655	5674.91188	90.40743
0.66	5625.50284	89.9006
0.665	5411.8911	88.23373
0.67	5419.2844	88.38429
0.675	5101.65619	85.58347
0.68	4940.55156	84.33388
0.685	4953.15624	84.44947
0.69	5003.84018	84.89067
0.695	4746.69819	82.73633
0.7	4738.54082	82.62981
0.705	4694.67094	82.14679
0.71	4618.36803	81.55108
0.715	4546.57596	80.93092
0.72	4397.25334	79.57451
0.725	4448.8172	80.09153
0.73	4332.68278	78.9762
0.735	4211.11287	77.97884
0.74	4216.85684	78.00203
0.745	4041.19173	76.29332
0.75	3996.71551	75.86649
0.755	3973.6341	75.51265
0.76	3888.49085	74.89211
0.765	3826.23192	74.20971
0.77	3751.28359	73.61883
0.775	3768.13028	73.8022
0.78	3652.34241	72.44921
0.785	3509.11271	71.08266
0.79	3303.86639	69.0837
0.795	3468.95007	70.70026
0.8	3407.04394	70.03842
0.805	3459.66311	70.63379
0.81	3372.76192	69.69752
0.815	3231.83379	68.20873
0.82	3298.75024	68.79536
0.825	3226.54795	68.13388
0.83	3191.20541	67.84158
0.835	3103.44255	66.8955
0.84	3206.46009	67.97251
0.845	3076.75458	66.5446
0.85	3142.69661	67.30361
0.855	3037.08134	66.07532
0.86	3016.15924	65.86938
0.865	3134.78053	67.15803
0.87	3057.78029	66.37291
0.875	2989.24893	65.68869
0.88	2936.26307	64.99654
0.885	2896.28531	64.54627
0.89	2784.72362	63.28417
0.895	2807.33922	63.69874
0.9	2802.39751	63.51492
0.905	2849.87367	64.14145
0.91	2764.72659	63.07933
0.915	2618.58944	61.57337
0.92	2694.08926	62.37983
0.925	2567.56213	60.80204
0.93	2649.59493	61.78956
0.935	2668.42078	62.03769
0.94	2575.91738	61.08543
0.945	2649.01639	61.81149
0.95	2652.73557	61.83085
0.955	2579.10067	61.01164
0.96	2591.66632	61.1346
0.965	2537.65882	60.67062
0.97	2452.80315	59.71473
0.975	2459.00998	59.6407
0.98	2481.23685	59.92632
0.985	2492.19541	60.05053
0.99	2396.96296	58.80939
0.995	2439.68254	59.29798
1	2369.15882	58.44676
1.005	2340.6723	58.14715
1.01	2345.97493	58.13727
1.015	2352.02651	58.19132
1.02	2337.0504	57.95933
1.025	2286.616	57.43445
1.03	2268.60451	57.31546
1.035	2258.84765	57.1372
1.04	2239.01163	56.87462
1.045	2270.36884	57.30888
1.05	2232.53234	56.85353
1.055	2065.7639	54.64519
1.06	2156.21696	55.6985
1.065	2188.7089	56.18482
1.07	2122.91063	55.21925
1.075	2064.51803	54.60135
1.08	2154.91316	55.70585
1.085	2052.01169	54.42979
1.09	2032.0786	54.11094
1.095	2066.30224	54.61909
1.1	1974.00072	53.56701
1.105	2158.4606	55.78164
1.11	2009.7283	53.8869
1.115	1964.01633	53.37174
1.12	2101.83378	55.08163
1.125	1879.41312	52.10999
1.13	1964.9863	53.18511
1.135	1932.06187	52.87334
1.14	2005.52548	53.75356
1.145	2052.73547	54.50742
1.15	1888.24753	52.22097
1.155	1912.49285	52.4767
1.16	1945.44159	53.0369
1.165	1832.8137	51.42647
1.17	1801.69747	50.93374
1.175	1795.60033	50.8733
1.18	1867.61173	51.76478
1.185	1867.00085	51.88411
1.19	1883.22524	52.11421
1.195	1861.92682	51.82
1.2	1812.32683	51.16609
1.205	1787.84063	50.77692
1.21	1809.35109	51.10613
1.215	1715.0376	49.80584
1.22	1753.24498	50.27821
1.225	1775.96873	50.51449
1.23	1683.26969	49.28138
1.235	1642.82794	48.69765
1.24	1731.23625	50.03767
1.245	1610.0552	48.16356
1.25	1643.82567	48.68923
1.255	1632.59034	48.50275
1.26	1723.96242	49.9092
1.265	1717.386	49.86265
1.27	1745.85838	50.14787
1.275	1679.93225	49.18047
1.28	1696.83526	49.53457
1.285	1682.02383	49.23333
1.29	1633.94367	48.49302
1.295	1569.73198	47.56305
1.3	1641.06679	48.73673
1.305	1598.19163	47.96602
1.31	1597.34071	48.10947
1.315	1586.2084	47.89339
1.32	1577.07992	47.75981
1.325	1624.58701	48.53274
1.33	1605.36694	48.17565
1.335	1572.61546	47.66498
1.34	1494.93854	46.50037
1.345	1558.32379	47.37655
1.35	1638.59346	48.60838
1.355	1547.276	47.27696
1.36	1594.51929	48.14807
1.365	1596.35737	48.13409
1.37	1532.97032	47.14032
1.375	1612.53506	48.23835
1.38	1641.14719	48.69158
1.385	1620.00956	48.34781
1.39	1556.53151	47.51093
1.395	1616.74728	48.3123
1.4	1575.77184	47.75302
1.405	1564.2146	47.53042
1.41	1565.50167	47.4817
1.415	1589.03902	47.97935
1.42	1637.34326	48.59888
1.425	1626.1727	48.41986
1.43	1586.0848	47.87455
1.435	1614.92265	48.33967
1.44	1581.06468	47.57401
1.445	1537.4071	47.11465
1.45	1606.91525	48.12421
1.455	1555.71857	47.32574
1.46	1536.01401	47.10352
1.465	1554.13206	47.33743
1.47	1634.9897	48.60916
1.475	1605.51855	48.22417
1.48	1658.49541	49.11045
1.485	1591.7735	47.91682
1.49	1513.56351	46.71362
1.495	1579.21773	47.69284
1.5	1536.01667	46.9984
1.505	1619.29683	48.35079
1.51	1540.87372	47.07934
1.515	1596.46741	47.93312
1.52	1510.58634	46.76269
1.525	1562.51059	47.47045
1.53	1488.58471	46.38205
1.535	1629.68984	48.57484
1.54	1614.9978	48.21801
1.545	1538.47191	47.0446
1.55	1593.05589	48.01091
1.555	1559.02164	47.49693
1.56	1451.92523	45.79403
1.565	1563.02054	47.51439
1.57	1506.29032	46.6058
1.575	1521.62548	46.81744
1.58	1518.82362	46.80506
1.585	1471.08553	46.09036
1.59	1387.64959	44.72693
1.595	1502.9115	46.39491
1.6	1468.16835	46.0962
1.605	1354.37235	44.21374
1.61	1376.33757	44.45468
1.615	1407.99409	45.08701
1.62	1376.1291	44.48511
1.625	1421.37113	45.2052
1.63	1377.86475	44.56628
1.635	1360.36309	44.26759
1.64	1366.86494	44.33608
1.645	1388.38296	44.62909
1.65	1354.84913	44.18703
1.655	1299.23048	43.20465
1.66	1333.64129	43.79103
1.665	1438.07416	45.51181
1.67	1300.34563	43.34649
1.675	1230.9705	42.14429
1.68	1229.11872	42.12393
1.685	1252.34515	42.33457
1.69	1295.5998	43.11463
1.695	1237.34956	42.1897
1.7	1331.55765	43.82768
1.705	1248.87614	42.38037
1.71	1244.40879	42.32749
1.715	1265.62324	42.73932
1.72	1262.56803	42.77477
1.725	1238.13668	42.299
1.73	1184.36822	41.27857
1.735	1207.0327	41.77039
1.74	1230.04277	41.99073
1.745	1252.11274	42.50055
1.75	1174.7771	41.20566
1.755	1182.50251	41.29508
1.76	1235.4019	42.15005
1.765	1270.34885	42.7563
1.77	1189.87616	41.42065
1.775	1221.97691	42.05341
1.78	1181.22574	41.42716
1.785	1190.53727	41.54255
1.79	1169.38865	41.09576
1.795	1123.36543	40.25594
1.8	1133.52926	40.36268
1.805	1213.53587	41.86039
1.81	1096.40116	39.88735
1.815	1066.45533	39.21512
1.82	1161.3677	40.9618
1.825	1091.62459	39.70707
1.83	1156.78635	40.75149
1.835	1112.85406	39.97035
1.84	1122.1715	40.23336
1.845	1150.64187	40.74611
1.85	1133.46767	40.49475
1.855	1124.35596	40.05684
1.86	1087.13712	39.47981
1.865	1078.54543	39.31734
1.87	1129.84575	40.28095
1.875	1043.51994	38.77178
1.88	1128.01222	40.19964
1.885	1092.22091	39.57345
1.89	1132.2279	40.30631
1.895	1087.2666	39.48645
1.9	1068.17937	39.14167
1.905	1075.11116	39.34791
1.91	1033.39237	38.49126
1.915	1097.12592	39.71588
1.92	1040.06802	38.5698
1.925	1064.1821	39.0987
1.93	1034.07483	38.62154
1.935	1047.6618	38.84798
1.94	985.31549	37.47298
1.945	1037.72069	38.68692
1.95	1013.9044	38.16892
1.955	1031.12682	38.62728
1.96	996.26465	37.91937
1.965	1013.77521	38.12504
1.97	1056.51342	38.94326
1.975	1087.17638	39.65036
1.98	991.22507	37.73744
1.985	976.97819	37.45738
1.99	1010.02259	38.27296
1.995	952.67075	36.96227
2	1002.52116	37.84286
2.005	997.46409	35.54728
2.01	1001.09571	35.61464
2.015	939.14287	34.5071
2.02	951.77756	34.74035
2.025	985.99832	35.36554
2.03	976.95146	35.21857
2.035	970.51576	34.97483
2.04	983.52213	35.26917
2.045	953.82236	34.74608
2.05	1022.65431	36.03225
2.055	954.86712	34.6945
2.06	976.74387	35.25467
2.065	974.15727	35.178
2.07	945.15891	34.64674
2.075	982.91588	35.36065
2.08	976.82881	35.25557
2.085	978.18285	35.18933
2.09	925.69371	34.28858
2.095	904.61786	33.83668
2.1	935.37815	34.47382
2.105	901.99421	33.7597
2.11	978.12458	35.26682
2.115	977.47464	35.15213
2.12	969.39354	35.05677
2.125	975.40101	35.20466
2.13	936.53662	34.45527
2.135	941.53813	34.5705
2.14	906.84654	33.92063
2.145	913.30172	34.05441
2.15	925.80058	34.25503
2.155	887.1387	33.57814
2.16	901.67992	33.82777
2.165	921.49135	34.15438
2.17	936.30042	34.50603
2.175	938.66168	34.4536
2.18	917.10838	34.1764
2.185	866.67026	33.16709
2.19	943.89536	34.60449
2.195	933.93396	34.47618
2.2	923.38322	34.25706
2.205	864.87264	33.00158
2.21	871.09679	33.29132
2.215	907.60351	33.8766
2.22	879.97174	33.30659
2.225	833.84654	32.49136
2.23	919.72972	34.12238
2.235	934.00907	34.45882
2.24	920.08709	34.21088
2.245	885.69208	33.44548
2.25	872.48819	33.33988
2.255	853.02479	32.90138
2.26	812.34331	32.12478
2.265	918.60033	34.19506
2.27	881.65755	33.49552
2.275	848.66194	32.84325
2.28	848.00829	32.67775
2.285	888.2923	33.55481
2.29	871.04041	33.19117
2.295	904.63918	33.84505
2.3	834.8501	32.50763
2.305	782.50198	31.46788
2.31	865.85758	33.14095
2.315	855.69601	32.88272
2.32	850.72977	32.79567
2.325	832.90795	32.48051
2.33	827.18599	32.22881
2.335	862.16215	33.09379
2.34	830.24311	32.40231
2.345	856.15597	32.9528
2.35	853.88981	32.84975
2.355	811.76875	32.11842
2.36	778.17771	31.40369
2.365	844.0892	32.65702
2.37	846.98196	32.8382
2.375	815.61717	32.19492
2.38	860.76136	33.10682
2.385	826.37805	32.40407
2.39	835.54823	32.51888
2.395	808.69209	32.00911
2.4	828.43315	32.50238
2.405	865.24191	33.07973
2.41	803.68603	31.95488
2.415	841.42873	32.69099
2.42	786.64725	31.55775
2.425	818.86017	32.17006
2.43	821.36861	32.25328
2.435	807.74054	32.00846
2.44	861.00591	33.13508
2.445	816.52414	32.085
2.45	800.07587	31.84599
2.455	791.43611	31.70449
2.46	802.55252	31.84492
2.465	794.30539	31.72289
2.47	778.67402	31.46518
2.475	807.72086	31.98058
2.48	818.9947	32.18212
2.485	791.10101	31.65292
2.49	808.23067	31.99961
2.495	764.52905	31.10906
2.5	852.96562	32.86834
2.505	771.31859	31.4076
2.51	755.57714	30.92311
2.515	765.97582	31.18153
2.52	823.55036	32.27322
2.525	803.29758	31.84894
2.53	793.62281	31.66019
2.535	822.6627	32.22734
2.54	807.75748	31.98411
2.545	807.62044	31.90812
2.55	787.22054	31.62687
2.555	760.16684	31.03885
2.56	802.9479	31.90995
2.565	761.8034	31.10107
2.57	798.32873	31.79278
2.575	767.62202	31.25196
2.58	764.94003	31.24628
2.585	772.95239	31.20321
2.59	807.83176	31.98688
2.595	825.47774	32.21666
2.6	769.28208	31.24132
2.605	738.215	30.61241
2.61	730.01883	30.47268
2.615	771.32635	31.2869
2.62	697.25491	29.77533
2.625	754.95494	30.97305
2.63	788.73347	31.67031
2.635	771.37023	31.28283
2.64	765.41334	31.15686
2.645	796.24654	31.84314
2.65	777.24557	31.29767
2.655	784.63604	31.49062
2.66	784.90885	31.56043
2.665	737.10119	30.49313
2.67	750.38179	30.93114
2.675	722.98693	30.25218
2.68	741.24513	30.67586
2.685	759.16359	31.06713
2.69	753.76018	30.92793
2.695	738.58853	30.6424
2.7	737.66946	30.45993
2.705	719.34042	30.15028
2.71	719.46365	30.18888
2.715	804.02036	31.85149
2.72	839.61746	32.70923
2.725	712.24008	29.96028
2.73	676.72457	29.28154
2.735	777.11459	31.34597
2.74	762.66398	31.1482
2.745	759.84554	31.10428
2.75	769.579	31.30735
2.755	742.58992	30.66773
2.76	694.78714	29.6848
2.765	722.4934	30.18366
2.77	703.05636	29.8763
2.775	764.10884	31.0699
2.78	762.04162	31.13264
2.785	781.49687	31.43948
2.79	768.15527	31.234
2.795	694.22162	29.60659
2.8	718.52779	30.14631
2.805	708.90724	29.84493
2.81	685.26847	29.4077
2.815	742.40284	30.67803
2.82	702.74879	29.84157
2.825	698.47119	29.7801
2.83	677.46124	29.23264
2.835	721.34422	30.12868
2.84	742.03384	30.56489
2.845	710.02181	30.06083
2.85	728.54839	30.25162
2.855	706.99882	29.91115
2.86	683.23296	29.4235
2.865	715.6477	30.14576
2.87	692.92032	29.79711
2.875	727.63427	30.35368
2.88	718.88473	30.11543
2.885	756.17837	30.93792
2.89	710.692	29.90036
2.895	747.91662	30.8301
2.9	694.38342	29.72108
2.905	724.72685	30.35843
2.91	706.84308	29.94627
2.915	714.23402	30.02495
2.92	681.70708	29.37806
2.925	742.3764	30.7217
2.93	727.81352	30.33742
2.935	688.74233	29.55588
2.94	693.10847	29.58706
2.945	695.03507	29.76586
2.95	696.11666	29.67306
2.955	695.9314	29.64191
2.96	699.75422	29.77014
2.965	741.36759	30.59764
2.97	687.799	29.50378
2.975	673.584	29.17825
2.98	706.71152	29.93259
2.985	672.31742	29.18892
2.99	717.96577	30.16114
2.995	719.07043	30.15956
3	725.09213	30.26567
3.005	741.99695	30.62715
3.01	686.87779	29.48832
3.015	710.25599	30.00695
